,mnth,hr,weekday,temp,hum,windspeed,casual,cnt,season_fall,season_springer,season_summer,season_winter,holiday_No,holiday_Yes,workingday_No work,workingday_Working Day,weathersit_Clear,weathersit_Heavy Rain,weathersit_Light Snow,weathersit_Mist
47,1,0,1,0.22,0.44,0.3582,0.0,5,0,1,0,0,1,0,0,1,1,0,0,0
48,1,1,1,0.2,0.44,0.4179,0.0,5,0,1,0,0,1,0,0,1,1,0,0,0
49,1,4,1,0.16,0.47,0.3881,0.0,5,0,1,0,0,1,0,0,1,1,0,0,0
50,1,5,1,0.16,0.47,0.2836,0.0,5,0,1,0,0,1,0,0,1,1,0,0,0
51,1,6,1,0.14,0.5,0.3881,0.0,30,0,1,0,0,1,0,0,1,1,0,0,0
52,1,7,1,0.14,0.5,0.194,1.0,64,0,1,0,0,1,0,0,1,1,0,0,0
53,1,8,1,0.14,0.5,0.2836,1.0,154,0,1,0,0,1,0,0,1,1,0,0,0
54,1,9,1,0.16,0.43,0.3881,7.0,88,0,1,0,0,1,0,0,1,1,0,0,0
55,1,10,1,0.18,0.43,0.2537,11.0,44,0,1,0,0,1,0,0,1,1,0,0,0
56,1,11,1,0.2,0.4,0.3284,10.0,51,0,1,0,0,1,0,0,1,1,0,0,0
57,1,12,1,0.22,0.35,0.2985,13.0,61,0,1,0,0,1,0,0,1,1,0,0,0
58,1,13,1,0.24,0.35,0.2836,8.0,61,0,1,0,0,1,0,0,1,1,0,0,0
59,1,14,1,0.26,0.3,0.2836,11.0,77,0,1,0,0,1,0,0,1,1,0,0,0
60,1,15,1,0.26,0.3,0.2537,14.0,72,0,1,0,0,1,0,0,1,1,0,0,0
61,1,16,1,0.26,0.3,0.2537,9.0,76,0,1,0,0,1,0,0,1,1,0,0,0
62,1,17,1,0.24,0.3,0.2239,11.0,157,0,1,0,0,1,0,0,1,1,0,0,0
63,1,18,1,0.24,0.32,0.1045,9.0,157,0,1,0,0,1,0,0,1,1,0,0,0
64,1,19,1,0.2,0.47,0.0,8.0,110,0,1,0,0,1,0,0,1,1,0,0,0
65,1,20,1,0.2,0.47,0.1045,3.0,52,0,1,0,0,1,0,0,1,1,0,0,0
66,1,21,1,0.18,0.64,0.1343,3.0,52,0,1,0,0,1,0,0,1,1,0,0,0
67,1,22,1,0.14,0.69,0.1343,0.0,20,0,1,0,0,1,0,0,1,1,0,0,0
68,1,23,1,0.18,0.55,0.1045,1.0,12,0,1,0,0,1,0,0,1,1,0,0,0
69,1,0,2,0.16,0.55,0.1045,0.0,5,0,1,0,0,1,0,0,1,1,0,0,0
70,1,1,2,0.16,0.59,0.1045,0.0,5,0,1,0,0,1,0,0,1,1,0,0,0
71,1,2,2,0.14,0.63,0.1343,0.0,5,0,1,0,0,1,0,0,1,1,0,0,0
72,1,4,2,0.14,0.63,0.0896,0.0,5,0,1,0,0,1,0,0,1,1,0,0,0
73,1,5,2,0.12,0.68,0.1045,0.0,5,0,1,0,0,1,0,0,1,1,0,0,0
74,1,6,2,0.12,0.74,0.1045,0.0,36,0,1,0,0,1,0,0,1,1,0,0,0
75,1,7,2,0.12,0.74,0.1343,2.0,94,0,1,0,0,1,0,0,1,1,0,0,0
76,1,8,2,0.14,0.69,0.1642,2.0,179,0,1,0,0,1,0,0,1,1,0,0,0
77,1,9,2,0.16,0.64,0.2239,2.0,100,0,1,0,0,1,0,0,1,1,0,0,0
78,1,10,2,0.16,0.69,0.3284,5.0,42,0,1,0,0,1,0,0,1,0,0,0,1
79,1,11,2,0.22,0.51,0.2985,7.0,57,0,1,0,0,1,0,0,1,1,0,0,0
80,1,12,2,0.22,0.51,0.1642,12.0,78,0,1,0,0,1,0,0,1,1,0,0,0
81,1,13,2,0.24,0.56,0.194,18.0,97,0,1,0,0,1,0,0,1,1,0,0,0
83,1,15,2,0.28,0.52,0.2537,17.0,65,0,1,0,0,1,0,0,1,1,0,0,0
84,1,16,2,0.3,0.49,0.2537,15.0,83,0,1,0,0,1,0,0,1,1,0,0,0
85,1,17,2,0.28,0.48,0.2239,10.0,212,0,1,0,0,1,0,0,1,1,0,0,0
86,1,18,2,0.26,0.48,0.194,3.0,182,0,1,0,0,1,0,0,1,1,0,0,0
87,1,19,2,0.24,0.48,0.1045,2.0,112,0,1,0,0,1,0,0,1,1,0,0,0
88,1,20,2,0.24,0.48,0.1045,1.0,54,0,1,0,0,1,0,0,1,1,0,0,0
89,1,21,2,0.22,0.64,0.0,0.0,48,0,1,0,0,1,0,0,1,1,0,0,0
90,1,22,2,0.22,0.64,0.0896,1.0,35,0,1,0,0,1,0,0,1,1,0,0,0
91,1,23,2,0.2,0.69,0.0896,2.0,11,0,1,0,0,1,0,0,1,1,0,0,0
92,1,0,3,0.2,0.64,0.0,0.0,6,0,1,0,0,1,0,0,1,1,0,0,0
93,1,1,3,0.16,0.74,0.0896,0.0,6,0,1,0,0,1,0,0,1,1,0,0,0
94,1,2,3,0.16,0.74,0.0896,0.0,5,0,1,0,0,1,0,0,1,1,0,0,0
95,1,4,3,0.24,0.48,0.2239,0.0,5,0,1,0,0,1,0,0,1,1,0,0,0
96,1,5,3,0.22,0.47,0.1642,0.0,5,0,1,0,0,1,0,0,1,1,0,0,0
97,1,6,3,0.2,0.47,0.2239,0.0,33,0,1,0,0,1,0,0,1,1,0,0,0
98,1,7,3,0.18,0.43,0.194,1.0,88,0,1,0,0,1,0,0,1,1,0,0,0
99,1,8,3,0.2,0.4,0.2985,3.0,195,0,1,0,0,1,0,0,1,1,0,0,0
100,1,9,3,0.22,0.37,0.3284,6.0,115,0,1,0,0,1,0,0,1,1,0,0,0
101,1,10,3,0.22,0.37,0.3284,4.0,57,0,1,0,0,1,0,0,1,1,0,0,0
102,1,11,3,0.26,0.33,0.3284,12.0,46,0,1,0,0,1,0,0,1,1,0,0,0
103,1,12,3,0.26,0.33,0.3284,5.0,79,0,1,0,0,1,0,0,1,1,0,0,0
104,1,13,3,0.28,0.3,0.2985,6.0,71,0,1,0,0,1,0,0,1,1,0,0,0
105,1,14,3,0.3,0.28,0.194,10.0,62,0,1,0,0,1,0,0,1,1,0,0,0
106,1,15,3,0.3,0.28,0.194,7.0,62,0,1,0,0,1,0,0,1,1,0,0,0
107,1,16,3,0.3,0.28,0.0896,4.0,89,0,1,0,0,1,0,0,1,1,0,0,0
108,1,17,3,0.24,0.38,0.194,4.0,190,0,1,0,0,1,0,0,1,1,0,0,0
109,1,18,3,0.24,0.38,0.1343,3.0,169,0,1,0,0,1,0,0,1,1,0,0,0
110,1,19,3,0.24,0.38,0.1045,5.0,132,0,1,0,0,1,0,0,1,1,0,0,0
111,1,20,3,0.22,0.47,0.1642,7.0,89,0,1,0,0,1,0,0,1,1,0,0,0
112,1,21,3,0.2,0.51,0.194,3.0,43,0,1,0,0,1,0,0,1,1,0,0,0
113,1,22,3,0.18,0.55,0.1343,1.0,42,0,1,0,0,1,0,0,1,1,0,0,0
114,1,23,3,0.2,0.47,0.0,1.0,19,0,1,0,0,1,0,0,1,1,0,0,0
115,1,0,4,0.18,0.55,0.0,0.0,11,0,1,0,0,1,0,0,1,1,0,0,0
116,1,1,4,0.16,0.64,0.0,0.0,5,0,1,0,0,1,0,0,1,1,0,0,0
117,1,2,4,0.16,0.64,0.0,0.0,5,0,1,0,0,1,0,0,1,1,0,0,0
118,1,4,4,0.16,0.64,0.0896,0.0,5,0,1,0,0,1,0,0,1,0,0,0,1
119,1,5,4,0.14,0.69,0.0896,0.0,5,0,1,0,0,1,0,0,1,0,0,0,1
120,1,6,4,0.14,0.63,0.1045,0.0,36,0,1,0,0,1,0,0,1,0,0,0,1
121,1,7,4,0.16,0.59,0.0,0.0,95,0,1,0,0,1,0,0,1,0,0,0,1
122,1,8,4,0.16,0.59,0.0,3.0,219,0,1,0,0,1,0,0,1,1,0,0,0
123,1,9,4,0.18,0.51,0.0,6.0,122,0,1,0,0,1,0,0,1,0,0,0,1
124,1,10,4,0.2,0.47,0.0,3.0,45,0,1,0,0,1,0,0,1,1,0,0,0
125,1,11,4,0.22,0.44,0.0896,2.0,59,0,1,0,0,1,0,0,1,1,0,0,0
126,1,12,4,0.26,0.35,0.0,6.0,84,0,1,0,0,1,0,0,1,1,0,0,0
127,1,13,4,0.26,0.35,0.1045,12.0,67,0,1,0,0,1,0,0,1,1,0,0,0
128,1,14,4,0.28,0.36,0.1642,11.0,70,0,1,0,0,1,0,0,1,1,0,0,0
129,1,15,4,0.28,0.36,0.0,8.0,62,0,1,0,0,1,0,0,1,1,0,0,0
130,1,16,4,0.26,0.38,0.1642,12.0,86,0,1,0,0,1,0,0,1,1,0,0,0
131,1,17,4,0.22,0.51,0.1642,9.0,172,0,1,0,0,1,0,0,1,1,0,0,0
132,1,18,4,0.22,0.51,0.1343,5.0,163,0,1,0,0,1,0,0,1,1,0,0,0
133,1,19,4,0.22,0.55,0.0896,3.0,112,0,1,0,0,1,0,0,1,1,0,0,0
134,1,20,4,0.2,0.51,0.1642,3.0,69,0,1,0,0,1,0,0,1,1,0,0,0
135,1,21,4,0.22,0.55,0.2239,0.0,48,0,1,0,0,1,0,0,1,0,0,0,1
136,1,22,4,0.22,0.51,0.2836,1.0,52,0,1,0,0,1,0,0,1,0,0,0,1
137,1,23,4,0.2,0.59,0.194,4.0,23,0,1,0,0,1,0,0,1,0,0,0,1
138,1,0,5,0.2,0.64,0.194,4.0,17,0,1,0,0,1,0,0,1,0,0,0,1
139,1,1,5,0.2,0.69,0.2239,2.0,7,0,1,0,0,1,0,0,1,0,0,0,1
140,1,2,5,0.2,0.69,0.2239,0.0,5,0,1,0,0,1,0,0,1,0,0,0,1
141,1,4,5,0.2,0.69,0.1343,0.0,5,0,1,0,0,1,0,0,1,0,0,0,1
142,1,5,5,0.22,0.55,0.0,0.0,5,0,1,0,0,1,0,0,1,0,0,1,0
143,1,6,5,0.2,0.69,0.0,8.0,34,0,1,0,0,1,0,0,1,0,0,0,1
145,1,8,5,0.2,0.51,0.2537,20.0,210,0,1,0,0,1,0,0,1,1,0,0,0
146,1,9,5,0.2,0.47,0.2985,9.0,134,0,1,0,0,1,0,0,1,1,0,0,0
147,1,10,5,0.22,0.37,0.3284,16.0,63,0,1,0,0,1,0,0,1,1,0,0,0
148,1,11,5,0.2,0.4,0.2239,19.0,67,0,1,0,0,1,0,0,1,0,0,0,1
149,1,12,5,0.2,0.37,0.2537,9.0,59,0,1,0,0,1,0,0,1,0,0,0,1
150,1,13,5,0.2,0.37,0.2836,9.0,73,0,1,0,0,1,0,0,1,0,0,0,1
151,1,14,5,0.2,0.4,0.2537,7.0,50,0,1,0,0,1,0,0,1,0,0,0,1
152,1,15,5,0.2,0.37,0.1642,9.0,72,0,1,0,0,1,0,0,1,0,0,0,1
153,1,16,5,0.2,0.37,0.1642,5.0,87,0,1,0,0,1,0,0,1,0,0,0,1
154,1,17,5,0.2,0.37,0.0,9.0,187,0,1,0,0,1,0,0,1,0,0,0,1
155,1,18,5,0.2,0.4,0.0896,7.0,123,0,1,0,0,1,0,0,1,1,0,0,0
156,1,19,5,0.16,0.55,0.0896,3.0,95,0,1,0,0,1,0,0,1,1,0,0,0
157,1,20,5,0.18,0.47,0.1045,1.0,51,0,1,0,0,1,0,0,1,1,0,0,0
158,1,21,5,0.18,0.47,0.1343,0.0,39,0,1,0,0,1,0,0,1,1,0,0,0
159,1,22,5,0.18,0.43,0.1642,2.0,36,0,1,0,0,1,0,0,1,0,0,0,1
160,1,23,5,0.18,0.51,0.1642,1.0,15,0,1,0,0,1,0,0,1,0,0,0,1
161,1,0,6,0.18,0.51,0.1642,1.0,25,0,1,0,0,1,0,1,0,0,0,0,1
162,1,1,6,0.18,0.55,0.0896,1.0,16,0,1,0,0,1,0,1,0,0,0,0,1
163,1,2,6,0.18,0.55,0.0,3.0,16,0,1,0,0,1,0,1,0,0,0,0,1
164,1,3,6,0.18,0.55,0.1642,0.0,7,0,1,0,0,1,0,1,0,0,0,1,0
165,1,4,6,0.18,0.55,0.1642,0.0,5,0,1,0,0,1,0,1,0,0,0,1,0
166,1,5,6,0.16,0.74,0.1642,0.0,5,0,1,0,0,1,0,1,0,0,0,0,1
167,1,6,6,0.16,0.74,0.1642,0.0,5,0,1,0,0,1,0,1,0,0,0,0,1
168,1,7,6,0.16,0.74,0.1045,1.0,9,0,1,0,0,1,0,1,0,0,0,0,1
169,1,8,6,0.16,0.93,0.1045,0.0,15,0,1,0,0,1,0,1,0,0,0,1,0
170,1,9,6,0.16,0.93,0.1045,0.0,20,0,1,0,0,1,0,1,0,0,0,1,0
171,1,10,6,0.18,0.8,0.1642,5.0,61,0,1,0,0,1,0,1,0,0,0,0,1
172,1,11,6,0.2,0.69,0.3881,2.0,62,0,1,0,0,1,0,1,0,0,0,0,1
173,1,12,6,0.2,0.59,0.3582,8.0,98,0,1,0,0,1,0,1,0,0,0,0,1
174,1,13,6,0.2,0.44,0.3284,7.0,102,0,1,0,0,1,0,1,0,1,0,0,0
175,1,14,6,0.2,0.32,0.4925,12.0,95,0,1,0,0,1,0,1,0,1,0,0,0
176,1,15,6,0.2,0.32,0.4478,5.0,74,0,1,0,0,1,0,1,0,1,0,0,0
177,1,16,6,0.18,0.29,0.4478,8.0,76,0,1,0,0,1,0,1,0,1,0,0,0
178,1,17,6,0.16,0.37,0.5522,5.0,69,0,1,0,0,1,0,1,0,1,0,0,0
179,1,18,6,0.14,0.39,0.2985,3.0,55,0,1,0,0,1,0,1,0,1,0,0,0
180,1,19,6,0.14,0.36,0.2537,4.0,30,0,1,0,0,1,0,1,0,1,0,0,0
181,1,20,6,0.12,0.36,0.2537,0.0,28,0,1,0,0,1,0,1,0,1,0,0,0
182,1,21,6,0.12,0.39,0.3582,2.0,37,0,1,0,0,1,0,1,0,1,0,0,0
183,1,22,6,0.12,0.36,0.3881,1.0,34,0,1,0,0,1,0,1,0,1,0,0,0
184,1,23,6,0.1,0.39,0.4478,0.0,22,0,1,0,0,1,0,1,0,1,0,0,0
185,1,0,0,0.1,0.42,0.3881,1.0,25,0,1,0,0,1,0,1,0,1,0,0,0
186,1,1,0,0.1,0.42,0.4627,0.0,12,0,1,0,0,1,0,1,0,1,0,0,0
187,1,2,0,0.1,0.46,0.4627,0.0,11,0,1,0,0,1,0,1,0,1,0,0,0
188,1,3,0,0.1,0.46,0.4179,0.0,5,0,1,0,0,1,0,1,0,1,0,0,0
189,1,4,0,0.08,0.53,0.194,0.0,5,0,1,0,0,1,0,1,0,1,0,0,0
190,1,5,0,0.08,0.53,0.194,0.0,5,0,1,0,0,1,0,1,0,1,0,0,0
191,1,6,0,0.1,0.49,0.2836,0.0,5,0,1,0,0,1,0,1,0,1,0,0,0
192,1,7,0,0.08,0.53,0.194,1.0,6,0,1,0,0,1,0,1,0,1,0,0,0
193,1,8,0,0.1,0.49,0.2836,0.0,10,0,1,0,0,1,0,1,0,1,0,0,0
194,1,9,0,0.12,0.46,0.5224,0.0,19,0,1,0,0,1,0,1,0,1,0,0,0
195,1,10,0,0.14,0.43,0.3881,0.0,49,0,1,0,0,1,0,1,0,1,0,0,0
196,1,11,0,0.16,0.4,0.5224,2.0,49,0,1,0,0,1,0,1,0,1,0,0,0
197,1,12,0,0.18,0.37,0.4478,4.0,83,0,1,0,0,1,0,1,0,1,0,0,0
198,1,13,0,0.2,0.34,0.4478,6.0,75,0,1,0,0,1,0,1,0,1,0,0,0
199,1,14,0,0.22,0.32,0.4627,8.0,72,0,1,0,0,1,0,1,0,1,0,0,0
200,1,15,0,0.22,0.35,0.3582,5.0,82,0,1,0,0,1,0,1,0,1,0,0,0
201,1,16,0,0.2,0.34,0.4478,13.0,92,0,1,0,0,1,0,1,0,1,0,0,0
202,1,17,0,0.18,0.37,0.3881,3.0,62,0,1,0,0,1,0,1,0,1,0,0,0
203,1,18,0,0.16,0.4,0.3284,4.0,48,0,1,0,0,1,0,1,0,1,0,0,0
204,1,19,0,0.16,0.43,0.3284,1.0,41,0,1,0,0,1,0,1,0,1,0,0,0
205,1,20,0,0.14,0.46,0.2537,0.0,38,0,1,0,0,1,0,1,0,1,0,0,0
206,1,21,0,0.14,0.46,0.4179,1.0,20,0,1,0,0,1,0,1,0,1,0,0,0
207,1,22,0,0.14,0.46,0.2985,5.0,15,0,1,0,0,1,0,1,0,1,0,0,0
208,1,23,0,0.12,0.5,0.194,0.0,6,0,1,0,0,1,0,1,0,1,0,0,0
209,1,0,1,0.12,0.5,0.2836,2.0,5,0,1,0,0,1,0,0,1,1,0,0,0
210,1,1,1,0.12,0.5,0.2836,1.0,5,0,1,0,0,1,0,0,1,1,0,0,0
211,1,2,1,0.12,0.5,0.2239,0.0,5,0,1,0,0,1,0,0,1,1,0,0,0
212,1,3,1,0.12,0.5,0.2239,0.0,5,0,1,0,0,1,0,0,1,1,0,0,0
213,1,4,1,0.1,0.54,0.1343,1.0,5,0,1,0,0,1,0,0,1,1,0,0,0
214,1,5,1,0.1,0.54,0.2537,0.0,5,0,1,0,0,1,0,0,1,1,0,0,0
215,1,6,1,0.12,0.5,0.2836,0.0,31,0,1,0,0,1,0,0,1,1,0,0,0
216,1,7,1,0.12,0.5,0.2239,2.0,77,0,1,0,0,1,0,0,1,1,0,0,0
217,1,8,1,0.12,0.5,0.2836,4.0,188,0,1,0,0,1,0,0,1,0,0,0,1
218,1,9,1,0.14,0.5,0.2537,2.0,94,0,1,0,0,1,0,0,1,0,0,0,1
219,1,10,1,0.14,0.5,0.2985,0.0,31,0,1,0,0,1,0,0,1,0,0,0,1
220,1,11,1,0.16,0.47,0.2836,2.0,30,0,1,0,0,1,0,0,1,0,0,0,1
221,1,12,1,0.2,0.4,0.2836,5.0,52,0,1,0,0,1,0,0,1,0,0,0,1
222,1,13,1,0.2,0.4,0.2836,4.0,54,0,1,0,0,1,0,0,1,0,0,0,1
223,1,14,1,0.2,0.4,0.2239,0.0,47,0,1,0,0,1,0,0,1,0,0,0,1
224,1,15,1,0.2,0.4,0.2239,2.0,45,0,1,0,0,1,0,0,1,0,0,0,1
225,1,16,1,0.2,0.4,0.1343,4.0,74,0,1,0,0,1,0,0,1,1,0,0,0
226,1,17,1,0.2,0.4,0.1045,4.0,178,0,1,0,0,1,0,0,1,1,0,0,0
227,1,18,1,0.2,0.4,0.2239,1.0,155,0,1,0,0,1,0,0,1,1,0,0,0
229,1,20,1,0.16,0.5,0.1642,1.0,74,0,1,0,0,1,0,0,1,1,0,0,0
230,1,21,1,0.14,0.59,0.194,1.0,38,0,1,0,0,1,0,0,1,1,0,0,0
231,1,22,1,0.14,0.59,0.1642,2.0,24,0,1,0,0,1,0,0,1,1,0,0,0
232,1,23,1,0.14,0.59,0.1642,0.0,18,0,1,0,0,1,0,0,1,1,0,0,0
233,1,0,2,0.14,0.59,0.1045,2.0,12,0,1,0,0,1,0,0,1,1,0,0,0
234,1,1,2,0.14,0.59,0.1642,0.0,5,0,1,0,0,1,0,0,1,1,0,0,0
235,1,2,2,0.16,0.55,0.194,0.0,5,0,1,0,0,1,0,0,1,0,0,0,1
236,1,5,2,0.16,0.55,0.1343,0.0,6,0,1,0,0,1,0,0,1,0,0,0,1
237,1,6,2,0.16,0.55,0.1343,0.0,27,0,1,0,0,1,0,0,1,0,0,0,1
238,1,7,2,0.16,0.55,0.0,2.0,99,0,1,0,0,1,0,0,1,0,0,0,1
239,1,8,2,0.18,0.51,0.0896,3.0,217,0,1,0,0,1,0,0,1,0,0,0,1
240,1,9,2,0.18,0.51,0.1642,3.0,130,0,1,0,0,1,0,0,1,0,0,0,1
241,1,10,2,0.2,0.51,0.1642,3.0,54,0,1,0,0,1,0,0,1,0,0,0,1
242,1,11,2,0.2,0.47,0.1343,4.0,35,0,1,0,0,1,0,0,1,0,0,0,1
243,1,12,2,0.2,0.51,0.1045,2.0,57,0,1,0,0,1,0,0,1,0,0,0,1
244,1,13,2,0.2,0.59,0.0896,6.0,52,0,1,0,0,1,0,0,1,0,0,0,1
245,1,14,2,0.2,0.59,0.0896,3.0,63,0,1,0,0,1,0,0,1,0,0,0,1
246,1,15,2,0.16,0.8,0.0896,2.0,47,0,1,0,0,1,0,0,1,0,0,0,1
247,1,16,2,0.16,0.86,0.2239,4.0,76,0,1,0,0,1,0,0,1,0,0,0,1
248,1,17,2,0.16,0.86,0.2239,6.0,136,0,1,0,0,1,0,0,1,0,0,0,1
249,1,18,2,0.16,0.93,0.1045,1.0,95,0,1,0,0,1,0,0,1,0,0,1,0
250,1,19,2,0.16,0.93,0.0,0.0,51,0,1,0,0,1,0,0,1,0,0,1,0
251,1,20,2,0.16,0.93,0.194,0.0,32,0,1,0,0,1,0,0,1,0,0,1,0
252,1,21,2,0.16,0.86,0.0896,0.0,20,0,1,0,0,1,0,0,1,0,0,1,0
253,1,22,2,0.16,0.93,0.1045,1.0,29,0,1,0,0,1,0,0,1,0,0,1,0
254,1,23,2,0.16,0.93,0.0896,1.0,19,0,1,0,0,1,0,0,1,0,0,1,0
255,1,0,3,0.16,0.86,0.0896,0.0,7,0,1,0,0,1,0,0,1,0,0,0,1
256,1,1,3,0.16,0.86,0.1045,0.0,6,0,1,0,0,1,0,0,1,0,0,0,1
257,1,2,3,0.14,0.86,0.1343,0.0,5,0,1,0,0,1,0,0,1,1,0,0,0
258,1,5,3,0.14,0.86,0.1642,0.0,5,0,1,0,0,1,0,0,1,1,0,0,0
259,1,6,3,0.12,0.93,0.1343,0.0,16,0,1,0,0,1,0,0,1,1,0,0,0
260,1,7,3,0.14,0.69,0.1343,0.0,54,0,1,0,0,1,0,0,1,1,0,0,0
261,1,8,3,0.16,0.59,0.1642,3.0,128,0,1,0,0,1,0,0,1,1,0,0,0
262,1,9,3,0.16,0.59,0.3284,3.0,81,0,1,0,0,1,0,0,1,1,0,0,0
263,1,10,3,0.18,0.55,0.2239,0.0,39,0,1,0,0,1,0,0,1,1,0,0,0
264,1,11,3,0.2,0.51,0.3881,3.0,35,0,1,0,0,1,0,0,1,1,0,0,0
265,1,12,3,0.2,0.47,0.5821,3.0,55,0,1,0,0,1,0,0,1,1,0,0,0
266,1,13,3,0.22,0.44,0.3582,0.0,49,0,1,0,0,1,0,0,1,1,0,0,0
267,1,14,3,0.2,0.47,0.3284,0.0,44,0,1,0,0,1,0,0,1,1,0,0,0
268,1,15,3,0.2,0.47,0.4179,1.0,49,0,1,0,0,1,0,0,1,1,0,0,0
269,1,16,3,0.22,0.44,0.3284,5.0,68,0,1,0,0,1,0,0,1,1,0,0,0
270,1,17,3,0.2,0.47,0.3582,0.0,139,0,1,0,0,1,0,0,1,1,0,0,0
271,1,18,3,0.2,0.47,0.5224,2.0,137,0,1,0,0,1,0,0,1,1,0,0,0
272,1,19,3,0.18,0.47,0.4179,1.0,83,0,1,0,0,1,0,0,1,1,0,0,0
273,1,20,3,0.16,0.5,0.3284,2.0,56,0,1,0,0,1,0,0,1,1,0,0,0
274,1,21,3,0.16,0.55,0.3284,0.0,57,0,1,0,0,1,0,0,1,1,0,0,0
275,1,22,3,0.16,0.55,0.4478,1.0,33,0,1,0,0,1,0,0,1,1,0,0,0
276,1,23,3,0.14,0.59,0.4179,1.0,20,0,1,0,0,1,0,0,1,1,0,0,0
277,1,0,4,0.14,0.59,0.2836,1.0,7,0,1,0,0,1,0,0,1,1,0,0,0
278,1,1,4,0.14,0.5,0.2836,0.0,5,0,1,0,0,1,0,0,1,1,0,0,0
279,1,2,4,0.14,0.5,0.3582,0.0,5,0,1,0,0,1,0,0,1,1,0,0,0
280,1,3,4,0.14,0.5,0.3284,0.0,5,0,1,0,0,1,0,0,1,1,0,0,0
